"StationCode","isSWMP","DateTimeStamp","Historical","ProvisionalPlus","F_Record","Temp","F_Temp","SpCond","F_SpCond","Sal","F_Sal","DO_Pct","F_DO_Pct","DO_mgl","F_DO_mgl","Depth","F_Depth","cDepth","F_cDepth","Level","F_Level","cLevel","F_cLevel","pH","F_pH","Turb","F_Turb","ChlFluor","F_ChlFluor",
"lksbawq   ","P",04/13/2022 9:15,0,0,"",0.8,<0> ,0.31,<0> ,0.1,<0> ,85.9,<0> ,12.3,<0> ,1.20,<0> ,1.32,<3> ,"",<-1> ,"","",7.4,<0> ,15,<0> ,9.0,<0> ,
"lksbawq   ","P",04/13/2022 9:30,0,0,"",0.8,<0> ,0.31,<0> ,0.1,<0> ,84.9,<0> ,12.1,<0> ,1.10,<0> ,1.22,<3> ,"",<-1> ,"","",7.5,<0> ,15,<0> ,10.6,<0> ,
"lksbawq   ","P",04/13/2022 9:45,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,84.8,<0> ,12.1,<0> ,1.10,<0> ,1.21,<3> ,"",<-1> ,"","",7.5,<0> ,18,<0> ,8.8,<0> ,
"lksbawq   ","P",04/13/2022 10:00,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,85.5,<0> ,12.2,<0> ,1.04,<0> ,1.15,<3> ,"",<-1> ,"","",7.5,<0> ,16,<0> ,9.1,<0> ,
"lksbawq   ","P",04/13/2022 10:15,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,85.1,<0> ,12.2,<0> ,0.96,<0> ,1.07,<3> ,"",<-1> ,"","",7.5,<0> ,16,<0> ,7.7,<0> ,
"lksbawq   ","P",04/13/2022 10:30,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,85.2,<0> ,12.2,<0> ,0.91,<0> ,1.02,<3> ,"",<-1> ,"","",7.5,<0> ,16,<0> ,14.1,<0> ,
"lksbawq   ","P",04/13/2022 10:45,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,84.9,<0> ,12.2,<0> ,0.89,<0> ,1.00,<3> ,"",<-1> ,"","",7.5,<0> ,17,<0> ,8.9,<0> ,
"lksbawq   ","P",04/13/2022 11:00,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,84.9,<0> ,12.2,<0> ,0.88,<0> ,0.99,<3> ,"",<-1> ,"","",7.5,<0> ,16,<0> ,7.7,<0> ,
"lksbawq   ","P",04/13/2022 11:15,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,85.1,<0> ,12.2,<0> ,0.86,<0> ,0.97,<3> ,"",<-1> ,"","",7.5,<0> ,16,<0> ,9.7,<0> ,
"lksbawq   ","P",04/13/2022 11:30,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,85.2,<0> ,12.2,<0> ,0.87,<0> ,0.99,<3> ,"",<-1> ,"","",7.6,<0> ,16,<0> ,9.0,<0> ,
"lksbawq   ","P",04/13/2022 11:45,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,86.1,<0> ,12.3,<0> ,0.86,<0> ,0.98,<3> ,"",<-1> ,"","",7.6,<0> ,17,<0> ,7.5,<0> ,
"lksbawq   ","P",04/13/2022 12:00,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,85.9,<0> ,12.3,<0> ,0.80,<0> ,0.92,<3> ,"",<-1> ,"","",7.6,<0> ,17,<0> ,7.9,<0> ,
"lksbawq   ","P",04/13/2022 12:15,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,85.8,<0> ,12.3,<0> ,0.76,<0> ,0.88,<3> ,"",<-1> ,"","",7.6,<0> ,16,<0> ,14.2,<0> ,
"lksbawq   ","P",04/13/2022 12:30,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,85.7,<0> ,12.3,<0> ,0.75,<0> ,0.87,<3> ,"",<-1> ,"","",7.6,<0> ,16,<0> ,8.2,<0> ,
"lksbawq   ","P",04/13/2022 12:45,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,85.5,<0> ,12.3,<0> ,0.75,<0> ,0.86,<3> ,"",<-1> ,"","",7.6,<0> ,16,<0> ,9.3,<0> ,
"lksbawq   ","P",04/13/2022 13:00,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,85.7,<0> ,12.3,<0> ,0.80,<0> ,0.91,<3> ,"",<-1> ,"","",7.6,<0> ,16,<0> ,7.8,<0> ,
"lksbawq   ","P",04/13/2022 13:15,0,0,"",0.6,<0> ,0.30,<0> ,0.1,<0> ,86.6,<0> ,12.4,<0> ,0.87,<0> ,0.98,<3> ,"",<-1> ,"","",7.6,<0> ,16,<0> ,11.3,<0> ,
"lksbawq   ","P",04/13/2022 13:30,0,0,"",0.7,<0> ,0.31,<0> ,0.2,<0> ,85.4,<0> ,12.2,<0> ,0.87,<0> ,0.98,<3> ,"",<-1> ,"","",7.6,<0> ,16,<0> ,9.1,<0> ,
"lksbawq   ","P",04/13/2022 13:45,0,0,"",0.6,<0> ,0.29,<0> ,0.1,<0> ,86.8,<0> ,12.5,<0> ,0.89,<0> ,1.00,<3> ,"",<-1> ,"","",7.6,<0> ,15,<0> ,9.7,<0> ,
"lksbawq   ","P",04/13/2022 14:00,0,0,"",0.6,<0> ,0.30,<0> ,0.1,<0> ,86.4,<0> ,12.4,<0> ,0.89,<0> ,1.01,<3> ,"",<-1> ,"","",7.6,<0> ,14,<0> ,10.3,<0> ,
"lksbawq   ","P",04/13/2022 14:15,0,0,"",0.6,<0> ,0.30,<0> ,0.1,<0> ,85.6,<0> ,12.3,<0> ,0.91,<0> ,1.02,<3> ,"",<-1> ,"","",7.6,<0> ,15,<0> ,10.0,<0> ,
